arc_start,arc_end,dist_capacity,dist_cost_capital,dist_cost_fixed,dist_cost_variable,dist_flowLimit,dist_h
lordsburgL_converter_fuelDispenserPipeline,lordsburgL_demand_fuelStation,1.0,0.0,0.0,0.0,99999999.9,40.00162
lordsburgL_converter_purification,lordsburgL_center_highPurity,1.0,0.0,0.0,0.0,99999999.9,40.00162
lordsburgL_demand_fuelStation,lordsburgL_demandSector_transportationFuel_carbonSensitive,1.0,0.0,0.0,0.0,99999999.9,40.0
lordsburgL_dist_pipelineHighPurity,lordsburgL_converter_fuelDispenserPipeline,1.0,0.0,0.0,0.0,999999.0,40.00162
lordsburgL_dist_pipelineLowPurity,lasCrucesL_dist_pipelineLowPurity,1.0,190039450.22181958,27969.59543683093,18.0783,999999.0,1805.2759299999952
lordsburgL_production_smr-noCCSExisting,lordsburgL_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,657.7601282793748
lubbock_converter_fuelDispenserPipeline,lubbock_demand_fuelStation,1.0,0.0,0.0,0.0,99999999.9,589.0016
lubbock_demand_fuelStation,lubbock_demandSector_transportationFuel_carbonSensitive,1.0,0.0,0.0,0.0,99999999.9,589.0
lubbock_dist_pipelineHighPurity,amarillo_dist_pipelineHighPurity,1.0,207613441.47546065,30556.09747628121,19.9568,999999.0,397.0016
lubbock_dist_pipelineHighPurity,lubbock_converter_fuelDispenserPipeline,1.0,0.0,0.0,0.0,999999.0,589.0016
midland_center_highPurity,midland_dist_pipelineHighPurity,1.0,0.0,0.0,0.0,99999999.9,986.0031999999842
midland_center_lowPurity,midland_converter_purification,1.0,0.0,0.0,0.0,99999999.9,986.0031999999842
midland_converter_purification,midland_center_highPurity,1.0,0.0,0.0,0.0,99999999.9,986.0031999999842
midland_demand_lowPurity,midland_demandSector_existing,1.0,0.0,0.0,0.0,99999999.9,538.0
midland_dist_pipelineHighPurity,lubbock_dist_pipelineHighPurity,1.0,196417239.48339593,28908.26467218938,19.05038,999999.0,986.0032000000001
midland_dist_pipelineLowPurity,midland_center_lowPurity,1.0,0.0,0.0,0.0,99999999.9,986.0031999999842
midland_dist_pipelineLowPurity,midland_demand_lowPurity,1.0,0.0,0.0,0.0,999999.0,538.0018000000159
midland_dist_pipelineLowPurity,sanAngelo_dist_pipelineLowPurity,1.0,185308590.42170894,27273.317719109622,18.01538,999999.0,124.00321999999946
