startHub,endHub,road_geometry
4306,4248,"LINESTRING (-114.482993 34.779011000000004, -114.483647 34.71748199999998, -114.530911 34.71903499999999, -114.572413 34.76394400000001, -114.584189 34.75963099999998, -114.595992 34.769784, -114.641264 34.617269999999984, -114.63104299999999 34.59633399999999, -114.642815 34.58077300000001, -114.655187 34.37255399999999, -114.641039 34.233713, -114.60445099999998 34.19521000000002, -114.575006 34.189305000000004, -114.51094 34.124499000000014, -114.508609 34.107272000000016, -114.481271 34.08866, -114.484122 34.00335900000001, -114.533307 33.95191200000001, -114.541102 33.93070000000001, -114.524983 33.88750000000001, -114.53649 33.83139400000002, -114.516527 33.727324, -114.533485 33.71217, -114.572605 33.700914000000004, -114.57068 33.60671, -114.510361 33.602692000000005, -114.436867 33.62423599999999)"
104199,99923,"LINESTRING (-102.817214 33.183707000000005, -102.291491 33.179085, -102.291599 33.161021, -102.28846500000002 33.163179999999976, -102.212358 33.034995000000016, -102.146927 32.970639999999996, -102.123226 32.92710300000001, -101.974095 32.771411, -101.96166 32.734505, -101.949988 32.73600299999999)"
5944,6590,"LINESTRING (-119.12298200000001 35.35191000000001, -119.12562300000002 35.348766000000005, -119.13933300000001 35.354217000000006, -119.33688100000002 35.35608500000001, -119.528581 35.49462999999999, -119.64475500000002 35.60536699999998, -119.82908 35.850854999999996, -119.95685100000001 35.978510999999976, -119.960084 35.98791600000001)"
96087,97689,"LINESTRING (-95.98601 31.257886000000003, -96.020977 31.37847200000001, -96.083612 31.459830000000004, -96.098289 31.503298999999984, -96.14892 31.582604000000018, -96.182433 31.732005999999984, -96.309454 31.85957600000001, -96.424504 31.932667, -96.42409 31.984921000000014, -96.45217700000002 32.061458999999985, -96.438888 32.08552000000001, -96.444694 32.115192000000015, -96.510423 32.269391999999996, -96.566098 32.29864799999999, -96.615217 32.28901100000001, -96.638423 32.300909000000004, -96.816007 32.187850000000005, -96.891103 32.18280300000001, -96.900045 32.198045999999984)"
4740,4131,"LINESTRING (-112.673101 32.929930000000006, -112.67086 32.92311999999999, -112.663232 32.92335199999999, -112.583696 32.90600499999999, -112.53208800000002 32.90599999999999, -112.46757900000001 32.88498100000002, -112.43755800000001 32.871329, -112.357999 32.85089600000001, -112.310584 32.848448, -112.2094 32.83652500000001, -112.133496 32.83411699999999, -112.098083 32.845165, -112.049197 32.87502600000002, -112.047996 33.065998)"
71852,71861,"LINESTRING (-108.835876 35.50612100000001, -108.83683900000001 35.50458300000001, -108.830025 35.505778, -108.83076900000002 35.503988000000014, -108.822569 35.512146, -108.806259 35.513522, -108.76305200000002 35.527567, -108.732158 35.53307000000001, -108.710268 35.53210799999999, -108.680834 35.534400000000005, -108.667129 35.52878299999998, -108.64994100000001 35.532275999999975, -108.602616 35.52949000000001, -108.545324 35.512733, -108.492871 35.493003, -108.437114 35.479721, -108.435015 35.483330999999986, -108.433108 35.480652999999975)"
4093,4131,"LINESTRING (-111.77198 33.028010999999985, -111.841852 33.11796300000002, -111.84301900000001 33.11995400000001, -111.84098800000001 33.120132, -111.84262800000002 33.11570499999999, -111.846996 33.117713999999985, -111.998011 33.11759300000002, -112.004242 33.118589, -112.017675 33.12350800000001, -112.047996 33.065998)"
97797,100303,"LINESTRING (-101.378243 33.191998000000005, -101.39849700000002 33.49146300000003, -101.387681 33.82086499999998, -101.356911 33.899266999999995, -101.358524 33.962455, -101.325469 33.978524, -101.309541 34.102588000000004, -101.312858 34.47419499999999, -101.08075700000002 34.47191800000002, -100.963743 34.54822699999999, -100.960197 34.606575999999976, -100.925773 34.669491, -100.896193 34.684223, -100.905466 34.767372000000016, -100.876943 34.872687, -100.894095 34.94087699999999)"
5947,5954,"LINESTRING (-118.946967 34.982977000000005, -118.94859900000002 34.983929, -118.943878 34.988589000000005, -118.946877 34.992032000000016, -119.00251199999998 35.167582, -119.003095 35.20859799999999, -118.74397600000002 35.209468999999984, -118.724816 35.21817399999999, -118.711438 35.22113099999999, -118.70108000000002 35.23364000000002, -118.673128 35.24829299999999, -118.658339 35.26416200000001, -118.627843 35.263702999999985, -118.62059400000001 35.26189399999999, -118.60184 35.24999, -118.59510600000002 35.248084, -118.58763900000001 35.240981999999995, -118.57861300000002 35.23901699999999, -118.56927500000002 35.230348, -118.567122 35.22368999999998, -118.558907 35.221696, -118.55089599999998 35.21478200000002, -118.519528 35.19884099999999, -118.500467 35.184325, -118.48208799999999 35.177389999999995, -118.473926 35.168176999999986, -118.473883 35.15660699999999, -118.46753599999998 35.14136100000002, -118.43424100000001 35.139340000000004, -118.414186 35.13074900000001, -118.41122300000002 35.125206000000006, -118.412601 35.127044)"
72063,71635,"LINESTRING (-105.377013 34.995839999999994, -104.787021 34.96867200000001, -104.666793 34.943229999999986, -104.63499700000001 34.94986699999999, -104.515954 35.006648999999996, -104.444758 35.01564800000002, -104.376154 35.04734499999999, -104.228006 35.069675, -104.176866 35.066950000000006, -103.952089 35.125412000000004, -103.87097400000002 35.116220999999996, -103.822869 35.140859, -103.763929 35.156619, -103.712792 35.15184500000002, -103.66939 35.17196600000002, -103.487279 35.172911999999975, -103.359199 35.112666000000004, -103.301998 35.11391999999999)"
107700,107706,"LINESTRING (-99.748988 34.29104399999999, -99.715931 34.284839000000005, -99.702012 34.28445999999999, -99.67104400000001 34.27429000000001, -99.648231 34.26884800000001, -99.624127 34.268052000000026, -99.573076 34.25663, -99.555284 34.25114299999999, -99.547254 34.250999, -99.521778 34.25749199999998, -99.509992 34.25587799999999)"
103349,102507,"LINESTRING (-100.764157 32.63521399999997, -100.766587 32.637589999999996, -100.730422 32.588144000000014, -100.791049 32.579267, -100.800626 32.572822000000016, -100.885691 32.57338299999999, -100.85699000000001 32.462241999999996, -100.86041900000001 32.412463, -100.90697 32.393119000000006, -100.960137 32.386183999999986, -101.010896 32.354201, -101.06467100000002 32.34239200000002, -101.200598 32.32524299999999, -101.22412400000002 32.30755799999998, -101.350575 32.282519, -101.384784 32.269184, -101.454078 32.258983)"
4713,4131,"LINESTRING (-112.409999 33.437104000000005, -112.40943 33.461041, -112.318151 33.45754199999999, -112.253878 33.462163, -112.040934 33.46178600000001, -112.03663800000001 33.42800400000002, -112.024155 33.424233, -112.00916200000002 33.411332000000016, -111.970378 33.40699700000001, -111.972161 33.292597, -111.949389 33.255040999999984, -111.973882 33.251789, -111.97968 33.24723700000001, -112.008112 33.16637599999998, -112.007903 33.14252600000001, -112.047996 33.065998)"
109323,108208,"LINESTRING (-104.141746 31.066012999999998, -104.141756 31.067867999999994, -104.15941 31.060783999999998, -104.222738 31.067460000000022, -104.285236 31.062520999999997, -104.41374499999999 31.073787000000006, -104.507734 31.061756999999997, -104.74009700000002 31.042834999999993, -104.771294 31.045013000000015, -104.81971 31.039423999999997)"
3905,4452,"LINESTRING (-111.265134 32.046001000000004, -111.265844 32.095664, -111.095439 32.16456500000001, -111.04702800000001 32.177578, -110.985801 32.177707999999996, -110.97753200000001 32.192378999999995, -110.900508 32.152315, -110.884639 32.131082, -110.681173 32.001712000000005, -110.655304 31.996459, -110.625968 31.998069999999995, -110.451413 31.96315299999997, -110.344107 31.96427)"
71837,72064,"LINESTRING (-105.595895 34.24499300000001, -105.594533 34.25212800000001, -105.626318 34.289269, -105.665641 34.35320299999999, -105.897228 34.489259, -105.960173 34.50766000000002, -106.017875 34.57055400000002, -106.030063 34.59597399999999, -106.04207 34.596057, -106.07154700000001 34.60332900000001, -106.105269 34.58126999999999, -106.172789 34.542868, -106.218643 34.52736100000001, -106.229179 34.52642500000001, -106.23703500000002 34.520593999999996, -106.245027 34.520235, -106.24699 34.51700000000002)"
9389,9782,"LINESTRING (-115.56200000000001 32.79585, -115.56986600000002 32.797209, -115.56995699999999 32.947525, -115.552545 32.956668, -115.541657 32.978621999999994, -115.575821 32.98271199999999, -115.614607 33.03678499999999, -115.70778900000002 33.038948000000005, -115.748943 33.08014800000001, -115.851705 33.120311999999984, -115.872001 33.16479800000002, -115.904867 33.189101, -115.921608 33.22580999999999, -116.015075 33.347861999999985, -116.049213 33.41649, -116.089193 33.455756, -116.09990000000002 33.519885999999985, -116.097154 33.59521999999999, -116.14657 33.673143000000024, -116.20063900000001 33.72674700000002, -116.20339200000001 33.720998)"
103399,107706,"LINESTRING (-99.74741900000001 32.489241, -99.896266 32.73654500000001, -99.896653 32.77596000000001, -99.868977 32.81282299999999, -99.868303 32.865531999999995, -99.769921 33.036711999999994, -99.62636500000002 33.43698, -99.24724 33.58154100000002, -99.24065000000002 33.6182, -99.139641 33.66972299999999, -99.131087 33.71317899999999, -99.284546 34.160241000000006, -99.403659 34.223831999999994, -99.509992 34.25587799999999)"
4219,4400,"LINESTRING (-109.056832 35.35389200000001, -109.07930389220526 35.32778244549912, -109.10367387365886 35.31213453661885, -109.17765678511812 35.280544779866325, -109.23517770514495 35.282992886722376, -109.26155666402833 35.275581953147494, -109.33562445752013 35.21471926421869, -109.45156600000001 35.185512000000024, -109.552605 35.124575000000014, -109.610151 35.104824, -109.673932 35.094421000000004, -109.769463 35.066055, -109.88520100000001 35.004083000000016, -109.943028 34.993370999999996, -110.00035 34.990455000000004, -110.089853 34.974018000000015)"
4039,4024,"LINESTRING (-113.953998 32.69106200000001, -113.953218 32.69577700000001, -114.043829 32.677221999999986, -114.097975 32.67225200000001, -114.205658 32.64876900000002, -114.307219 32.67379599999998, -114.319118 32.66035200000002, -114.34074500000001 32.659051000000005, -114.413334 32.67064200000003, -114.480679 32.670833, -114.507832 32.678993000000006, -114.539742 32.676501, -114.60042799999998 32.692855999999985, -114.606773 32.69865000000001, -114.624526 32.698626, -114.62460300000001 32.71307700000003, -114.66799999999999 32.713076)"
11873,8749,"LINESTRING (-121.031916 37.673003, -121.031325 37.666709999999995, -121.12085800000001 37.739555999999986, -121.17566100000002 37.771934000000016, -121.18640500000001 37.78508399999999, -121.26268 37.783376999999994, -121.292559 37.790412999999994, -121.302977 37.788257, -121.33437799999999 37.767141, -121.440777 37.762803, -121.49810099999999 37.740812, -121.550901 37.74365700000002, -121.611205 37.73754099999999, -121.62984 37.73407, -121.638019 37.72712300000002, -121.664109 37.718365000000006, -121.68097399999999 37.72196700000001, -121.702197 37.71782999999999, -121.740989 37.70262300000001, -121.787745 37.69965700000002, -121.902949 37.701890000000006, -121.909925 37.70503699999999)"
11873,9661,"LINESTRING (-121.031916 37.673003, -121.03164 37.700191, -121.01273 37.700528000000006, -121.013538 37.73295199999999, -120.99529099999998 37.732791999999996, -121.00023800000001 37.93003300000001, -120.948208 37.930562, -120.944916 37.933310000000006, -120.94418200000001 37.94262499999999, -120.93968799999999 37.944831999999984, -120.82618599999999 37.94467900000001, -120.810626 37.937403, -120.78340700000001 37.93742000000001, -120.72945000000001 37.943478000000006, -120.707834 37.94236600000001, -120.69950799999998 37.94536600000001, -120.69272100000002 37.95472500000001, -120.67813600000001 37.95758799999999, -120.653803 37.974186, -120.64348400000002 37.97466300000001, -120.637546 37.977396, -120.62092100000001 37.96729, -120.61413500000002 37.95967700000003, -120.61395400000002 37.952294, -120.605534 37.94039500000002, -120.608108 37.93891299999999)"
103269,98043,"LINESTRING (-103.480929 31.39902399999999, -103.440404 31.354627000000015, -103.424804 31.317628999999993, -103.358732 31.25669800000001, -103.254808 31.118253000000006, -103.123576 31.030382, -103.024835 30.976058000000005, -102.91203 30.90201500000001)"
4287,4256,"LINESTRING (-114.07005900000001 35.19073999999999, -114.11717 35.106417, -114.155289 34.900535, -114.14925 34.809968, -114.245886 34.73942700000002, -114.31670000000001 34.730179, -114.303543 34.68592100000001, -114.369704 34.592126999999984, -114.34712499999999 34.475146999999986, -114.323549 34.453423, -114.273936 34.45726100000002, -114.210153 34.42815900000002, -114.093517 34.302154, -114.129877 34.29262000000001, -114.12997600000001 34.25859799999999, -114.16090600000001 34.254259999999995, -114.20979 34.19090699999998, -114.28915 34.150394000000006, -114.258054 34.031512000000006, -114.216937 33.99481, -114.217155 33.66667, -114.073098 33.678625999999994, -113.769009 33.63423000000001)"
95776,103914,"LINESTRING (-97.975078 29.850927999999985, -97.96328400000002 29.865593999999994, -97.952899 29.856686000000014, -97.901911 29.905098000000002, -97.879079 29.94978400000001, -97.87000500000002 29.996360000000006, -97.8463 30.033724, -97.809304 30.107144000000016, -97.787973 30.163491, -97.77216 30.188036, -97.750731 30.215706000000015, -97.710756 30.212186999999993, -97.681992 30.221012999999996, -97.690738 30.247419000000004, -97.678336 30.254324000000008, -97.664884 30.285229, -97.66101700000002 30.28492299999999)"
108127,98063,"LINESTRING (-100.993906 31.836995999999985, -101.019252 31.841264000000017, -101.037132 31.855663999999983, -101.109255 31.857218, -101.153422 31.847861000000027, -101.220018 31.804913, -101.265665 31.800959999999986, -101.306039 31.807080000000006, -101.376051 31.84742900000001, -101.481184 31.863891999999996, -101.461944 31.720394, -101.839821 31.63287300000001, -101.820602 31.561714, -101.950559 31.530797000000007, -101.935893 31.484376, -101.9392 31.222702, -101.997434 31.190548000000003, -102.01115000000001 31.104769000000008, -102.00423 31.019123999999987, -101.975981 30.98405799999999, -101.967061 30.935893000000018, -101.985815 30.919879000000016, -102.01721800000001 30.92039400000001, -102.09521000000001 30.867766000000017, -102.01029400000002 30.82638800000001, -101.990752 30.806545999999972, -102.009591 30.82654400000001, -102.070077 30.855903999999995)"
4122,4463,"LINESTRING (-111.391179 32.64683100000002, -111.36041 32.617694, -111.261688 32.494445, -111.125938 32.39704400000001, -111.054344 32.325904, -110.986479 32.241912, -110.973913 32.189281, -110.900508 32.152315, -110.884639 32.131082, -110.683281 32.002551, -110.65580600000001 31.996495000000003, -110.625968 31.998069999999995, -110.449261 31.962935000000005, -110.351658 31.963353000000012, -110.306949 31.978395000000003, -110.293171 31.977495, -110.273156 31.96616699999999, -110.254857 31.965493999999996, -110.12137 32.013365, -110.051156 32.080961000000016)"
95899,99820,"LINESTRING (-97.090969 32.04595700000001, -97.090259 32.057827, -96.937163 32.145269, -96.910307 32.17462700000001, -96.876085 32.244026, -96.85443 32.34845900000001, -96.872398 32.411287, -96.822351 32.499162, -96.829817 32.71180800000001, -96.804078 32.767333000000015, -96.816161 32.79704000000002, -96.866239 32.814376, -96.896193 32.867076000000004, -96.897571 32.895938000000015, -96.87085 32.896061)"
4452,71817,"LINESTRING (-110.344107 31.96427, -110.306949 31.978395000000003, -110.293171 31.977495, -110.271669 31.965821999999996, -110.251304 31.966137999999997, -110.11914 32.014743, -110.061311 32.075549000000024, -110.03824 32.09063999999998, -109.993862 32.148931999999995, -109.883889 32.21549, -109.834822 32.27654199999999, -109.739554 32.34912299999999, -109.679134 32.358974, -109.622414 32.362464000000024, -109.60181400000002 32.347604000000004, -109.520163 32.332382999999986, -109.491972 32.317950999999994, -109.439366 32.31663200000001, -109.258343 32.275228000000006, -109.209235 32.258821999999995, -109.176435 32.25675900000001, -109.032291 32.222696000000006, -108.973669 32.227013, -108.952979 32.234001)"
71852,4205,"LINESTRING (-108.835876 35.50612100000001, -108.935243 35.467895999999996, -109.09224788377148 35.3181574973833, -109.17765678511812 35.280544779866325, -109.23517770514495 35.282992886722376, -109.26155666402833 35.275581953147494, -109.33368346353909 35.21614225726271, -109.33816035301537 35.167727462892515, -109.31052121955243 35.087463834712125, -109.22762322044473 35.00208825414593, -109.23847397398721 34.781654758281654, -109.25183977402179 34.7349865297936, -109.34152374568698 34.56131929518857, -109.34857074407302 34.50962316579853, -109.36114074660384 34.50608116824707, -109.409412 34.449495999999996, -109.410779 34.404107, -109.403845 34.37890500000002, -109.379335 34.35555199999999, -109.38653100000002 34.327683000000015, -109.31816523991739 34.17385633452464, -109.27699532078151 34.132805296212084)"
